发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度
20141102232023,关,关,关,47°C,50%,36,0分钟,50°C
20141102232043,关,关,关,47°C,50%,35,0分钟,50°C
20141102232045,关,关,关,47°C,50%,33,0分钟,50°C
20141102232047,关,关,关,47°C,50%,35,0分钟,50°C
20141102232051,关,关,关,46°C,50%,35,0分钟,50°C
20141102232055,关,关,关,46°C,50%,33,0分钟,50°C
20141102232105,关,关,关,46°C,50%,35,0分钟,50°C
20141102232244,关,关,关,46°C,50%,8,0分钟,50°C
20141102232246,关,关,关,46°C,50%,31,0分钟,50°C
20141102232248,关,关,关,46°C,50%,32,0分钟,50°C
20141102232254,关,关,关,46°C,50%,32,0分钟,50°C
20141102232302,关,关,关,46°C,50%,33,0分钟,50°C
20141102232304,关,关,关,46°C,50%,32,0分钟,50°C
20141102232312,关,关,关,46°C,50%,33,0分钟,50°C
20141102232314,关,关,关,46°C,50%,32,0分钟,50°C
20141102232353,关,关,关,46°C,50%,33,0分钟,50°C
20141102232355,关,关,关,46°C,50%,35,0分钟,50°C
20141102232439,关,关,关,46°C,50%,33,0分钟,50°C
20141102232445,关,关,关,46°C,25%,33,0分钟,50°C
20141102232449,关,关,关,46°C,25%,35,0分钟,50°C
20141102232455,关,关,关,46°C,25%,33,0分钟,50°C
20141102232520,关,关,关,45°C,25%,33,0分钟,50°C
20141102232522,关,关,关,45°C,25%,35,0分钟,50°C
20141102232538,关,关,关,45°C,25%,33,0分钟,50°C
20141102232540,关,关,关,45°C,25%,35,0分钟,50°C
20141102232544,关,关,关,45°C,25%,33,0分钟,50°C
20141102232600,关,关,关,44°C,25%,33,0分钟,50°C
20141102232602,关,关,关,44°C,25%,32,0分钟,50°C
20141102232620,关,关,关,44°C,25%,33,0分钟,50°C
20141102232624,关,关,关,43°C,25%,33,0分钟,50°C
20141102232626,关,关,关,43°C,25%,35,0分钟,50°C
20141102232628,关,关,关,43°C,25%,32,0分钟,50°C
20141102232630,关,关,关,43°C,25%,35,0分钟,50°C
20141102232632,关,关,关,43°C,25%,33,0分钟,50°C
20141102232642,关,关,关,42°C,25%,33,0分钟,50°C
20141102232644,关,关,关,42°C,25%,35,0分钟,50°C
20141102232650,关,关,关,42°C,25%,33,0分钟,50°C
20141102232653,关,关,关,41°C,25%,33,0分钟,50°C
20141102232654,关,关,关,41°C,25%,35,0分钟,50°C
20141102232659,关,关,关,41°C,25%,33,0分钟,50°C
20141102232701,关,关,关,41°C,25%,32,0分钟,50°C
20141102232707,关,关,关,41°C,25%,33,0分钟,50°C
20141102232709,关,关,关,41°C,25%,35,0分钟,50°C
20141102232721,关,关,关,40°C,25%,33,0分钟,50°C
20141102232729,关,关,关,39°C,25%,33,0分钟,50°C
20141102232731,关,关,关,39°C,25%,35,0分钟,50°C
20141102232747,关,关,关,39°C,25%,33,0分钟,50°C
20141102232749,关,关,关,37°C,25%,35,0分钟,50°C
20141102232759,关,关,关,37°C,25%,33,0分钟,50°C
20141102232801,关,关,关,36°C,25%,32,0分钟,50°C
20141102232803,关,关,关,36°C,25%,33,0分钟,50°C
20141102232807,关,关,关,36°C,25%,35,0分钟,50°C
20141102232811,关,关,关,36°C,25%,33,0分钟,50°C
20141102232829,关,关,关,35°C,25%,33,0分钟,50°C
20141102232831,关,关,关,34°C,25%,35,0分钟,50°C
20141102232833,关,关,关,34°C,25%,33,0分钟,50°C
20141102232835,关,关,关,34°C,25%,35,0分钟,50°C
20141102232840,关,关,关,34°C,25%,33,0分钟,50°C
20141102232842,关,关,关,34°C,25%,35,0分钟,50°C
20141102232850,关,关,关,34°C,25%,33,0分钟,50°C
20141102232852,关,关,关,34°C,25%,32,0分钟,50°C
20141102232854,关,关,关,34°C,25%,33,0分钟,50°C
20141102232856,关,关,关,33°C,25%,35,0分钟,50°C
20141102232858,关,关,关,33°C,25%,33,0分钟,50°C
20141102232900,关,关,关,33°C,25%,35,0分钟,50°C
20141102232902,关,关,关,33°C,25%,33,0分钟,50°C
20141102232904,关,关,关,33°C,25%,17,0分钟,50°C
20141102233103,开,开,关,31°C,25%,0,26分钟,50°C
20141103085947,关,关,关,32°C,0%,22,0分钟,50°C
20141103085951,关,关,关,32°C,0%,30,0分钟,50°C
20141103085953,关,关,关,32°C,0%,26,0分钟,50°C
20141103090034,关,关,关,32°C,0%,8,0分钟,50°C
20141103134211,关,关,关,31°C,0%,8,0分钟,50°C
20141103214914,开,开,关,32°C,0%,0,25分钟,50°C
20141103214932,开,开,关,32°C,0%,0,24分钟,50°C
20141103214936,开,开,关,33°C,0%,0,24分钟,50°C
20141103215012,开,开,关,33°C,0%,0,23分钟,50°C
20141103215014,开,开,关,33°C,0%,0,22分钟,50°C
20141103215055,开,开,关,34°C,0%,0,22分钟,50°C
20141103215133,开,开,关,34°C,0%,0,21分钟,50°C
20141103215147,开,开,关,35°C,0%,0,21分钟,50°C
20141103215244,开,开,关,35°C,0%,0,20分钟,50°C
20141103215246,开,开,关,35°C,0%,0,19分钟,50°C
20141103215326,开,开,关,36°C,0%,0,19分钟,50°C
20141103215328,开,开,关,36°C,0%,0,18分钟,50°C
20141103215353,开,开,关,37°C,0%,0,18分钟,50°C
20141103215435,开,开,关,37°C,0%,0,17分钟,50°C
20141103215529,开,开,关,38°C,0%,0,16分钟,50°C
20141103215604,开,开,关,39°C,0%,0,15分钟,50°C
20141103215630,开,开,关,39°C,0%,0,14分钟,50°C
20141103215640,开,开,关,40°C,0%,0,14分钟,50°C
20141103215729,开,开,关,40°C,0%,0,13分钟,50°C
20141103215731,开,开,关,40°C,0%,0,12分钟,50°C
20141103215815,开,开,关,41°C,0%,0,12分钟,50°C
20141103215849,开,开,关,41°C,0%,0,11分钟,50°C
20141103215910,开,开,关,42°C,0%,0,11分钟,50°C
20141103215958,开,开,关,42°C,0%,0,10分钟,50°C
20141103215959,开,开,关,42°C,0%,0,9分钟,50°C
20141103220036,开,开,关,43°C,0%,0,9分钟,50°C
20141103220038,开,开,关,43°C,25%,0,8分钟,50°C
20141103220109,开,开,关,44°C,25%,0,8分钟,50°C
20141103220145,开,开,关,44°C,25%,0,7分钟,50°C
20141103220149,开,开,关,45°C,25%,0,7分钟,50°C
20141103220201,开,开,关,45°C,25%,0,6分钟,50°C
20141103220203,开,开,关,45°C,25%,43,6分钟,50°C
20141103220211,开,开,关,45°C,25%,46,6分钟,50°C
20141103220213,开,开,关,45°C,25%,45,6分钟,50°C
20141103220220,开,开,关,45°C,25%,46,6分钟,50°C
20141103220221,开,开,关,45°C,25%,45,6分钟,50°C
20141103220233,开,开,关,45°C,25%,46,6分钟,50°C
20141103220237,开,开,关,45°C,25%,47,6分钟,50°C
20141103220244,开,开,关,45°C,25%,46,6分钟,50°C
20141103220248,开,开,关,45°C,25%,47,6分钟,50°C
20141103220250,开,开,关,45°C,25%,46,6分钟,50°C
20141103220252,开,开,关,45°C,25%,46,5分钟,50°C
20141103220254,开,开,关,46°C,25%,46,5分钟,50°C
20141103220256,开,开,关,46°C,25%,47,5分钟,50°C
20141103220258,开,开,关,46°C,25%,47,7分钟,50°C
20141103220300,开,开,关,45°C,25%,47,7分钟,50°C
20141103220302,开,开,关,45°C,25%,46,7分钟,50°C
20141103220304,开,开,关,45°C,25%,47,6分钟,50°C
20141103220306,开,开,关,45°C,25%,45,6分钟,50°C
20141103220310,开,开,关,45°C,25%,43,6分钟,50°C
20141103220312,开,开,关,45°C,25%,45,6分钟,50°C
20141103220314,开,开,关,45°C,25%,36,6分钟,50°C
20141103220316,开,开,关,45°C,25%,17,6分钟,50°C
20141103220318,开,开,关,45°C,25%,18,6分钟,50°C
20141103220322,开,开,关,45°C,25%,26,6分钟,50°C
20141103220324,开,开,关,45°C,25%,28,6分钟,50°C
20141103220328,开,开,关,45°C,25%,27,6分钟,50°C
20141103220330,开,开,关,45°C,25%,32,6分钟,50°C
20141103220332,开,开,关,45°C,25%,31,6分钟,50°C
20141103220334,开,开,关,45°C,25%,27,6分钟,50°C
20141103220336,开,开,关,45°C,25%,33,6分钟,50°C
20141103220344,开,开,关,45°C,25%,31,6分钟,50°C
20141103220346,开,开,关,45°C,25%,31,5分钟,50°C
20141103220348,开,开,关,46°C,25%,31,5分钟,50°C
20141103220350,开,开,关,46°C,25%,33,5分钟,50°C
20141103220352,开,开,关,46°C,25%,40,5分钟,50°C
20141103220354,开,开,关,46°C,25%,38,5分钟,50°C
20141103220358,开,开,关,46°C,25%,32,5分钟,50°C
20141103220406,开,开,关,46°C,25%,31,5分钟,50°C
20141103220408,开,开,关,46°C,25%,32,5分钟,50°C
20141103220410,开,开,关,46°C,25%,28,5分钟,50°C
20141103220412,开,开,关,46°C,25%,31,5分钟,50°C
20141103220414,开,开,关,46°C,25%,32,5分钟,50°C
20141103220423,开,开,关,46°C,25%,31,5分钟,50°C
20141103220425,开,开,关,46°C,25%,32,5分钟,50°C
20141103220427,开,开,关,46°C,25%,31,5分钟,50°C
20141103220429,开,开,关,46°C,25%,32,4分钟,50°C
20141103220431,开,开,关,46°C,25%,31,4分钟,50°C
20141103220433,开,开,关,46°C,25%,32,4分钟,50°C
20141103220441,开,开,关,46°C,25%,32,4分钟,50°C
20141103220445,开,开,关,46°C,25%,31,4分钟,50°C
20141103220447,开,开,关,46°C,25%,30,4分钟,50°C
20141103220449,开,开,关,46°C,25%,31,4分钟,50°C
20141103220451,开,开,关,46°C,25%,32,4分钟,50°C
20141103220459,开,开,关,46°C,25%,31,4分钟,50°C
20141103220501,开,开,关,46°C,25%,32,4分钟,50°C
20141103220505,开,开,关,46°C,25%,31,4分钟,50°C
20141103220507,开,开,关,46°C,25%,28,4分钟,50°C
20141103220511,开,开,关,46°C,25%,31,4分钟,50°C
20141103220513,开,开,关,46°C,25%,32,4分钟,50°C
20141103220519,开,开,关,46°C,25%,31,4分钟,50°C
20141103220521,开,开,关,46°C,25%,30,4分钟,50°C
20141103220523,开,开,关,46°C,25%,28,4分钟,50°C
20141103220525,开,开,关,46°C,25%,27,4分钟,50°C
20141103220527,开,开,关,46°C,25%,28,4分钟,50°C
20141103220529,开,开,关,46°C,25%,27,3分钟,50°C
20141103220541,开,开,关,46°C,25%,28,3分钟,50°C
20141103220543,开,开,关,46°C,25%,27,3分钟,50°C
20141103220545,开,开,关,46°C,25%,25,3分钟,50°C
20141103220547,开,开,关,46°C,25%,25,7分钟,50°C
20141103220551,开,开,关,45°C,25%,25,7分钟,50°C
20141103220553,开,开,关,45°C,25%,25,5分钟,50°C
20141103220555,开,开,关,46°C,25%,26,5分钟,50°C
20141103220557,开,开,关,46°C,25%,25,5分钟,50°C
20141103220559,开,开,关,46°C,25%,25,7分钟,50°C
20141103220604,开,开,关,45°C,25%,25,7分钟,50°C
20141103220605,开,开,关,45°C,25%,26,5分钟,50°C
20141103220608,开,开,关,46°C,25%,25,5分钟,50°C
20141103220610,开,开,关,46°C,25%,26,5分钟,50°C
20141103220612,开,开,关,46°C,25%,25,5分钟,50°C
20141103220616,开,开,关,46°C,25%,26,5分钟,50°C
20141103220618,开,开,关,46°C,25%,25,5分钟,50°C
20141103220620,开,开,关,46°C,25%,26,5分钟,50°C
20141103220622,开,开,关,46°C,25%,25,5分钟,50°C
20141103220624,开,开,关,46°C,25%,26,5分钟,50°C
20141103220626,开,开,关,46°C,25%,25,5分钟,50°C
20141103220628,开,开,关,46°C,25%,30,5分钟,50°C
20141103220630,开,开,关,46°C,25%,28,5分钟,50°C
20141103220632,开,开,关,46°C,25%,27,5分钟,50°C
20141103220634,开,开,关,46°C,25%,28,5分钟,50°C
20141103220636,开,开,关,46°C,25%,28,7分钟,50°C
20141103220638,开,开,关,45°C,25%,28,7分钟,50°C
20141103220640,开,开,关,45°C,25%,25,7分钟,50°C
20141103220642,开,开,关,45°C,25%,26,5分钟,50°C
20141103220646,开,开,关,46°C,25%,25,5分钟,50°C
20141103220648,开,开,关,46°C,25%,25,7分钟,50°C
20141103220652,开,开,关,45°C,25%,26,7分钟,50°C
20141103220654,开,开,关,45°C,25%,26,5分钟,50°C
20141103220656,开,开,关,46°C,25%,25,5分钟,50°C
20141103220702,开,开,关,46°C,25%,27,7分钟,50°C
20141103220704,开,开,关,45°C,25%,26,7分钟,50°C
20141103220706,开,开,关,45°C,25%,26,6分钟,50°C
20141103220708,开,开,关,45°C,25%,27,6分钟,50°C
20141103220710,开,开,关,45°C,25%,26,6分钟,50°C
20141103220712,开,开,关,45°C,25%,26,5分钟,50°C
20141103220714,开,开,关,46°C,25%,27,5分钟,50°C
20141103220716,开,开,关,46°C,25%,26,5分钟,50°C
20141103220718,开,开,关,46°C,25%,27,7分钟,50°C
20141103220720,开,开,关,45°C,25%,27,7分钟,50°C
20141103220722,开,开,关,45°C,25%,28,7分钟,50°C
20141103220726,开,开,关,45°C,25%,28,6分钟,50°C
20141103220736,开,开,关,45°C,25%,30,6分钟,50°C
20141103220738,开,开,关,45°C,25%,23,6分钟,50°C
20141103220740,开,开,关,45°C,25%,30,6分钟,50°C
20141103220746,开,开,关,45°C,25%,28,6分钟,50°C
20141103220748,开,开,关,45°C,25%,27,6分钟,50°C
20141103220751,开,开,关,45°C,25%,30,6分钟,50°C
20141103220755,开,开,关,45°C,25%,28,6分钟,50°C
20141103220757,开,开,关,45°C,25%,27,6分钟,50°C
20141103220803,开,开,关,45°C,25%,28,6分钟,50°C
20141103220805,开,开,关,45°C,25%,27,6分钟,50°C
20141103220807,开,开,关,45°C,25%,28,6分钟,50°C
20141103220809,开,开,关,45°C,25%,27,6分钟,50°C
20141103220811,开,开,关,45°C,25%,26,6分钟,50°C
20141103220813,开,开,关,45°C,25%,25,6分钟,50°C
20141103220817,开,开,关,45°C,25%,26,6分钟,50°C
20141103220819,开,开,关,45°C,25%,26,8分钟,50°C
20141103220821,开,开,关,44°C,25%,27,8分钟,50°C
20141103220823,开,开,关,44°C,25%,26,8分钟,50°C
20141103220825,开,开,关,44°C,25%,27,8分钟,50°C
20141103220827,开,开,关,44°C,25%,26,8分钟,50°C
20141103220831,开,开,关,44°C,25%,27,8分钟,50°C
20141103220833,开,开,关,44°C,25%,26,8分钟,50°C
20141103220835,开,开,关,44°C,25%,27,8分钟,50°C
20141103220843,开,开,关,44°C,25%,26,8分钟,50°C
20141103220845,开,开,关,44°C,25%,27,8分钟,50°C
20141103220849,开,开,关,44°C,25%,26,8分钟,50°C
20141103220855,开,开,关,44°C,25%,26,7分钟,50°C
20141103220857,开,开,关,44°C,25%,27,7分钟,50°C
20141103220859,开,开,关,44°C,25%,26,7分钟,50°C
20141103220901,开,开,关,44°C,25%,25,7分钟,50°C
20141103220905,开,开,关,44°C,25%,27,7分钟,50°C
20141103220907,开,开,关,44°C,25%,28,7分钟,50°C
20141103220909,开,开,关,44°C,25%,25,7分钟,50°C
20141103220911,开,开,关,44°C,25%,26,7分钟,50°C
20141103220913,开,开,关,44°C,25%,26,9分钟,50°C
20141103220935,开,开,关,43°C,25%,0,9分钟,50°C
20141103220938,开,开,关,43°C,25%,0,11分钟,50°C
20141103220958,开,开,关,42°C,25%,0,11分钟,50°C
20141103221012,开,开,关,42°C,25%,0,10分钟,50°C
20141103221014,开,开,关,42°C,25%,0,12分钟,50°C
20141103221054,开,开,关,41°C,25%,0,12分钟,50°C
20141103221056,开,开,关,41°C,25%,0,14分钟,50°C
20141103221106,开,开,关,40°C,25%,0,14分钟,50°C
20141103221108,开,开,关,40°C,25%,0,13分钟,50°C
20141103221110,开,开,关,40°C,25%,23,13分钟,50°C
20141103221116,开,开,关,40°C,25%,27,13分钟,50°C
20141103221121,开,开,关,40°C,25%,26,13分钟,50°C
20141103221125,开,开,关,40°C,25%,27,13分钟,50°C
20141103221127,开,开,关,40°C,25%,26,13分钟,50°C
20141103221131,开,开,关,40°C,25%,27,13分钟,50°C
20141103221133,开,开,关,40°C,25%,27,15分钟,50°C
20141103221135,开,开,关,39°C,25%,27,15分钟,50°C
20141103221137,开,开,关,39°C,25%,26,15分钟,50°C
20141103221143,开,开,关,39°C,25%,27,15分钟,50°C
20141103221145,开,开,关,39°C,25%,26,15分钟,50°C
20141103221149,开,开,关,39°C,25%,27,15分钟,50°C
20141103221151,开,开,关,39°C,25%,26,15分钟,50°C
20141103221201,开,开,关,39°C,25%,27,15分钟,50°C
20141103221203,开,开,关,39°C,25%,26,15分钟,50°C
20141103221207,开,开,关,39°C,25%,27,15分钟,50°C
20141103221211,开,开,关,39°C,25%,27,14分钟,50°C
20141103221213,开,开,关,39°C,25%,26,14分钟,50°C
20141103221215,开,开,关,39°C,25%,27,17分钟,50°C
20141103221223,开,开,关,38°C,25%,27,16分钟,50°C
20141103221227,开,开,关,38°C,25%,28,16分钟,50°C
20141103221245,开,开,关,38°C,25%,27,16分钟,50°C
20141103221247,开,开,关,38°C,25%,26,16分钟,50°C
20141103221249,开,开,关,38°C,25%,27,16分钟,50°C
20141103221251,开,开,关,38°C,25%,27,18分钟,50°C
20141103221314,开,开,关,37°C,25%,27,18分钟,50°C
20141103221316,开,开,关,37°C,25%,25,18分钟,50°C
20141103221354,开,开,关,37°C,25%,25,17分钟,50°C
20141103221356,开,开,关,37°C,25%,26,17分钟,50°C
20141103221406,开,开,关,37°C,25%,25,17分钟,50°C
20141103221408,开,开,关,37°C,25%,26,17分钟,50°C
20141103221416,开,开,关,37°C,25%,25,17分钟,50°C
20141103221422,开,开,关,37°C,25%,25,16分钟,50°C
20141103221424,开,开,关,37°C,25%,21,16分钟,50°C
20141103221426,开,开,关,37°C,25%,26,16分钟,50°C
20141103221428,开,开,关,37°C,25%,25,19分钟,50°C
20141103221436,开,开,关,36°C,25%,26,19分钟,50°C
20141103221441,开,开,关,36°C,25%,25,19分钟,50°C
20141103221455,开,开,关,36°C,25%,26,19分钟,50°C
20141103221459,开,开,关,36°C,25%,25,19分钟,50°C
20141103221515,开,开,关,36°C,25%,26,19分钟,50°C
20141103221517,开,开,关,36°C,25%,25,19分钟,50°C
20141103221519,开,开,关,36°C,25%,21,19分钟,50°C
20141103221521,开,开,关,36°C,25%,22,18分钟,50°C
20141103221523,开,开,关,36°C,25%,21,18分钟,50°C
20141103221525,开,开,关,36°C,25%,22,18分钟,50°C
20141103221527,开,开,关,36°C,25%,27,18分钟,50°C
20141103221533,开,开,关,36°C,25%,21,18分钟,50°C
20141103221535,开,开,关,36°C,25%,21,21分钟,50°C
20141103221549,开,开,关,35°C,25%,26,21分钟,50°C
20141103221555,开,开,关,35°C,25%,26,20分钟,50°C
20141103221557,开,开,关,35°C,25%,25,20分钟,50°C
20141103221559,开,开,关,35°C,25%,26,20分钟,50°C
20141103221601,开,开,关,35°C,25%,25,20分钟,50°C
20141103221603,开,开,关,35°C,25%,26,20分钟,50°C
20141103221605,开,开,关,35°C,25%,25,20分钟,50°C
20141103221607,开,开,关,35°C,25%,26,20分钟,50°C
20141103221650,开,开,关,35°C,25%,0,20分钟,50°C
20141103221750,开,开,关,35°C,25%,0,19分钟,50°C
20141103221851,开,开,关,35°C,25%,0,18分钟,50°C
20141103221929,开,开,关,35°C,25%,0,17分钟,50°C
20141103221931,开,开,关,35°C,25%,0,19分钟,50°C
20141103221952,开,开,关,36°C,25%,0,19分钟,50°C
20141103221954,开,开,关,36°C,25%,31,19分钟,50°C
20141103221958,开,开,关,36°C,25%,48,19分钟,50°C
20141103222000,开,开,关,36°C,25%,26,19分钟,50°C
20141103222002,开,开,关,36°C,25%,22,19分钟,50°C
20141103222004,开,开,关,36°C,25%,21,19分钟,50°C
20141103222006,开,开,关,36°C,25%,22,19分钟,50°C
20141103222012,开,开,关,36°C,25%,25,19分钟,50°C
20141103222014,开,开,关,36°C,25%,23,18分钟,50°C
20141103222016,开,开,关,37°C,25%,23,18分钟,50°C
20141103222020,开,开,关,37°C,25%,25,18分钟,50°C
20141103222022,开,开,关,37°C,25%,23,18分钟,50°C
20141103222024,开,开,关,37°C,25%,25,18分钟,50°C
20141103222026,开,开,关,37°C,25%,22,18分钟,50°C
20141103222030,开,开,关,37°C,25%,25,18分钟,50°C
20141103222032,开,开,关,37°C,25%,26,18分钟,50°C
20141103222034,开,开,关,37°C,25%,25,18分钟,50°C
20141103222038,开,开,关,37°C,25%,23,18分钟,50°C
20141103222042,开,开,关,37°C,25%,23,17分钟,50°C
20141103222044,开,开,关,37°C,25%,21,17分钟,50°C
20141103222048,开,开,关,37°C,25%,23,17分钟,50°C
20141103222050,开,开,关,37°C,25%,22,17分钟,50°C
20141103222054,开,开,关,37°C,25%,23,17分钟,50°C
20141103222058,开,开,关,37°C,25%,22,17分钟,50°C
20141103222107,开,开,关,37°C,25%,22,17分钟,50°C
20141103222112,开,开,关,37°C,25%,23,17分钟,50°C
20141103222114,开,开,关,37°C,25%,22,17分钟,50°C
20141103222118,开,开,关,37°C,25%,23,17分钟,50°C
20141103222120,开,开,关,37°C,25%,21,17分钟,50°C
20141103222131,开,开,关,37°C,25%,23,17分钟,50°C
20141103222132,开,开,关,37°C,25%,22,17分钟,50°C
20141103222134,开,开,关,37°C,25%,23,17分钟,50°C
20141103222137,开,开,关,37°C,25%,22,17分钟,50°C
20141103222139,开,开,关,37°C,25%,20,17分钟,50°C
20141103222141,开,开,关,37°C,25%,20,16分钟,50°C
20141103222143,开,开,关,37°C,25%,21,16分钟,50°C
20141103222145,开,开,关,37°C,25%,20,16分钟,50°C
20141103222147,开,开,关,37°C,25%,21,16分钟,50°C
20141103222151,开,开,关,37°C,25%,20,16分钟,50°C
20141103222203,开,开,关,37°C,25%,17,16分钟,50°C
20141103222207,开,开,关,37°C,25%,16,16分钟,50°C
20141103222209,开,开,关,37°C,25%,17,16分钟,50°C
20141103222211,开,开,关,37°C,25%,20,16分钟,50°C
20141103222213,开,开,关,37°C,25%,18,16分钟,50°C
20141103222227,开,开,关,37°C,25%,20,16分钟,50°C
20141103222233,开,开,关,37°C,25%,18,16分钟,50°C
20141103222235,开,开,关,37°C,25%,20,16分钟,50°C
20141103222237,开,开,关,37°C,25%,18,16分钟,50°C
20141103222239,开,开,关,37°C,25%,20,16分钟,50°C
20141103222241,开,开,关,37°C,25%,20,15分钟,50°C
20141103222243,开,开,关,37°C,25%,18,15分钟,50°C
20141103222245,开,开,关,37°C,25%,20,15分钟,50°C
20141103222247,开,开,关,37°C,25%,16,15分钟,50°C
20141103222249,开,开,关,37°C,25%,15,15分钟,50°C
20141103222251,开,开,关,37°C,25%,16,15分钟,50°C
20141103222257,开,开,关,37°C,25%,20,15分钟,50°C
20141103222259,开,开,关,37°C,25%,18,15分钟,50°C
20141103222303,开,开,关,37°C,25%,20,15分钟,50°C
20141103222307,开,开,关,37°C,25%,18,15分钟,50°C
20141103222313,开,开,关,37°C,25%,20,15分钟,50°C
20141103222315,开,开,关,37°C,25%,18,15分钟,50°C
20141103222320,开,开,关,37°C,25%,20,15分钟,50°C
20141103222322,开,开,关,37°C,25%,18,15分钟,50°C
20141103222334,开,开,关,37°C,25%,20,15分钟,50°C
20141103222340,开,开,关,37°C,25%,18,15分钟,50°C
20141103222344,开,开,关,37°C,25%,20,14分钟,50°C
20141103222346,开,开,关,37°C,25%,13,14分钟,50°C
20141103222348,开,开,关,37°C,25%,15,14分钟,50°C
20141103222354,开,开,关,37°C,25%,20,14分钟,50°C
20141103222356,开,开,关,37°C,25%,18,14分钟,50°C
20141103222400,开,开,关,37°C,25%,20,14分钟,50°C
20141103222404,开,开,关,37°C,25%,18,14分钟,50°C
20141103222406,开,开,关,37°C,25%,20,14分钟,50°C
20141103222408,开,开,关,37°C,25%,18,14分钟,50°C
20141103222410,开,开,关,37°C,25%,20,14分钟,50°C
20141103222412,开,开,关,37°C,25%,18,14分钟,50°C
20141103222416,开,开,关,37°C,25%,20,14分钟,50°C
20141103222418,开,开,关,37°C,25%,18,14分钟,50°C
20141103222434,开,开,关,37°C,25%,20,14分钟,50°C
20141103222436,开,开,关,37°C,25%,18,14分钟,50°C
20141103222440,开,开,关,37°C,25%,20,14分钟,50°C
20141103222442,开,开,关,37°C,25%,18,14分钟,50°C
20141103222448,开,开,关,37°C,25%,20,14分钟,50°C
20141103222450,开,开,关,37°C,25%,18,14分钟,50°C
20141103222511,开,开,关,37°C,25%,20,14分钟,50°C
20141103222519,开,开,关,37°C,25%,18,14分钟,50°C
20141103222535,开,开,关,37°C,25%,20,14分钟,50°C
20141103222539,开,开,关,37°C,25%,18,14分钟,50°C
20141103222545,开,开,关,37°C,25%,20,14分钟,50°C
20141103222550,开,开,关,37°C,25%,18,14分钟,50°C
20141103222551,开,开,关,37°C,25%,20,14分钟,50°C
20141103222553,开,开,关,37°C,25%,11,14分钟,50°C
20141103222609,开,开,关,37°C,25%,0,14分钟,50°C
20141103222611,开,开,关,37°C,0%,0,19分钟,50°C
20141103222615,开,开,关,36°C,0%,0,19分钟,50°C
20141103222617,开,开,关,36°C,0%,0,18分钟,50°C
20141103222621,开,开,关,37°C,0%,0,18分钟,50°C
20141103222623,开,开,关,37°C,0%,0,19分钟,50°C
20141103222627,开,开,关,36°C,0%,0,19分钟,50°C
20141103222629,开,开,关,36°C,0%,0,18分钟,50°C
20141103222633,开,开,关,37°C,0%,0,18分钟,50°C
20141103222635,开,开,关,37°C,0%,0,19分钟,50°C
20141103222640,开,开,关,36°C,0%,0,19分钟,50°C
20141103222641,开,开,关,36°C,0%,0,18分钟,50°C
20141103222646,开,开,关,37°C,0%,0,18分钟,50°C
20141103222648,开,开,关,37°C,0%,0,19分钟,50°C
20141103222738,开,开,关,36°C,0%,0,19分钟,50°C
20141103222800,开,开,关,36°C,0%,0,18分钟,50°C
20141103222811,开,开,关,37°C,0%,0,18分钟,50°C
20141103222812,开,开,关,37°C,0%,0,19分钟,50°C
20141103222823,开,开,关,36°C,0%,0,19分钟,50°C
20141103222825,开,开,关,36°C,0%,0,18分钟,50°C
20141103222831,开,开,关,37°C,0%,0,18分钟,50°C
20141103224156,关,关,关,37°C,25%,18,0分钟,50°C
20141103224217,关,关,关,37°C,25%,26,0分钟,50°C
20141103224221,关,关,关,37°C,25%,22,0分钟,50°C
20141103224227,关,关,关,37°C,25%,23,0分钟,50°C
20141103224229,关,关,关,37°C,25%,27,0分钟,50°C
20141103224231,关,关,关,37°C,25%,28,0分钟,50°C
20141103224247,关,关,关,37°C,25%,27,0分钟,50°C
20141103224249,关,关,关,37°C,25%,28,0分钟,50°C
20141103224253,关,关,关,37°C,25%,27,0分钟,50°C
20141103224255,关,关,关,37°C,25%,28,0分钟,50°C
20141103224259,关,关,关,37°C,25%,27,0分钟,50°C
20141103224301,关,关,关,37°C,25%,28,0分钟,50°C
20141103224309,关,关,关,37°C,25%,27,0分钟,50°C
20141103224311,关,关,关,37°C,25%,26,0分钟,50°C
20141103224335,关,关,关,37°C,25%,27,0分钟,50°C
20141103224337,关,关,关,37°C,25%,28,0分钟,50°C
20141103224343,关,关,关,37°C,25%,27,0分钟,50°C
20141103224348,关,关,关,37°C,25%,28,0分钟,50°C
20141103224400,关,关,关,37°C,25%,27,0分钟,50°C
20141103224402,关,关,关,37°C,25%,28,0分钟,50°C
20141103224408,关,关,关,37°C,25%,27,0分钟,50°C
20141103224414,关,关,关,37°C,25%,28,0分钟,50°C
20141103224420,关,关,关,37°C,25%,27,0分钟,50°C
20141103224424,关,关,关,37°C,25%,28,0分钟,50°C
20141103224426,关,关,关,37°C,25%,27,0分钟,50°C
20141103224428,关,关,关,37°C,25%,28,0分钟,50°C
20141103224430,关,关,关,37°C,25%,27,0分钟,50°C
20141103224438,关,关,关,37°C,25%,28,0分钟,50°C
20141103224444,关,关,关,37°C,25%,27,0分钟,50°C
20141103224448,关,关,关,37°C,25%,28,0分钟,50°C
20141103224452,关,关,关,37°C,25%,27,0分钟,50°C
20141103224454,关,关,关,37°C,25%,28,0分钟,50°C
